timestamp,open,high,low,close,volume,stock
2022-04-29,78.21,78.465,75.33,75.6,43763417,ATVI
2022-04-22,78.8,79.345,78.53,78.61,20587619,ATVI
2022-04-14,80,80.25,78.79,78.93,19658222,ATVI
2022-04-08,80.82,81.13,79.91,80.09,22067998,ATVI
2022-04-01,79.31,80.87,79.18,80.82,26883458,ATVI
2022-03-25,78.84,79.97,78.405,79.6,26938903,ATVI
2022-03-18,80.05,80.445,78.55,78.76,51619553,ATVI
2022-03-11,81.18,81.5,80.18,80.31,43675949,ATVI
2022-03-04,81.05,81.83,80.575,81.43,40886014,ATVI
2022-02-25,81.15,81.87,80.02,81.44,36131614,ATVI
2022-02-18,81.49,82.0025,80.895,81.05,35281746,ATVI
2022-02-11,79.795,81.94,79.32,81.5,45554155,ATVI
2022-02-04,78.87,79.83,77.91,79.25,74481823,ATVI
2022-01-28,80.74,81.84,77.765,79.14,71162601,ATVI
2022-01-21,86.765,86.9,81.15,81.35,184520260,ATVI
2022-01-14,63.89,65.985,61.99,65.39,65804582,ATVI
2022-01-07,66.44,68.0099,63.33,64.04,74200819,ATVI
2021-12-31,65.24,67.889,65,66.53,50345673,ATVI
2021-12-23,61.01,65.389,60.67,65.16,43278590,ATVI
2021-12-17,58.6,62.065,58.02,61.36,51979478,ATVI
2021-12-10,57.53,60.01,57.24,58.6,49429555,ATVI
2021-12-03,60.885,60.95,56.4,57.36,60543468,ATVI
2021-11-26,60.93,62.92,59.775,60.62,51139212,ATVI
2021-11-19,69.315,72.135,60.9,62.38,117381584,ATVI
2021-11-12,68.43,70.04,66.02,69.69,56649135,ATVI
2021-11-05,78.94,80.01,64.55,67.83,89765543,ATVI
2021-10-29,79.43,82.34,76.65,78.19,40240737,ATVI
2021-10-22,76.14,80.92,75.24,79.27,27058582,ATVI
2021-10-15,77.74,77.76,74.5882,76.4,31510617,ATVI
2021-10-08,78.19,78.5,75.69,77.61,42616950,ATVI
2021-10-01,75.03,79.04,73.69,78.53,40776495,ATVI
2021-09-24,78.64,78.8192,72.2,75.26,53476895,ATVI
2021-09-17,80.12,80.76,77.1,79.56,39485700,ATVI
2021-09-10,81.405,81.42,77.1346,79.64,47190528,ATVI
2021-09-03,81.5,83.38,79.92,81.18,38150115,ATVI
2021-08-27,82.93,83.49,80,82.43,44241745,ATVI
2021-08-20,83.5,84.535,82.19,82.63,26477115,ATVI
2021-08-13,81.855,86.39,81.24,83.85,39945540,ATVI
2021-08-06,84.03,84.165,77.81,82.43,62876262,ATVI
2021-07-30,91.026,91.4,81.56,83.62,58621185,ATVI
2021-07-23,91.75,92.25,89.555,91.5,29142972,ATVI
2021-07-16,93.33,93.86,90.595,91.8,30648003,ATVI
2021-07-09,94.47,95.27,91.46,92.38,16993145,ATVI
2021-07-02,92.79,96.15,92.6,94.27,23722504,ATVI
2021-06-25,91.88,93.74,90.23,92.26,30343939,ATVI
2021-06-18,98.39,99.459,91.05,91.49,32827363,ATVI
2021-06-11,96.89,98.355,96.09,98.15,17383008,ATVI
2021-06-04,97.26,97.6,94.065,96.84,13576790,ATVI
2021-05-28,95.93,98.4801,95.82,97.25,21196801,ATVI
2021-05-21,92.68,97.23,91.53,95.37,27827822,ATVI
2021-05-14,95.06,95.77,92.26,93.35,27172330,ATVI
2021-05-07,91.7,95.12,87.44,94.8,49404948,ATVI
2021-04-30,92.62,94.86,90.89,91.19,32081624,ATVI
2021-04-23,96.925,97.58,91.89,93.02,27073485,ATVI
2021-04-16,95.1,98.25,95,96.48,28948614,ATVI
2021-04-09,96.01,98.42,94.545,95.78,25682183,ATVI
2021-04-01,92.25,95.7,90.79,95.54,27416861,ATVI
2021-03-26,90.63,92.6,89.06,92.4,24695361,ATVI
2021-03-19,92.8661,94.8,89.165,90.49,32537111,ATVI
2021-03-12,91.75,93.8311,89.13,93.035,25097604,ATVI
2021-03-05,97.09,98.99,90.32,92.58,28529882,ATVI
2021-02-26,99.82,99.82,93.55,95.61,29981456,ATVI
2021-02-19,103.82,104.53,100.585,100.8,16956440,ATVI
2021-02-12,102.05,104.215,100.39,103.81,22320214,ATVI
2021-02-05,91.48,104.2299,90.86,101.61,42052849,ATVI
2021-01-29,95.53,95.76,88.21,91,37661817,ATVI
2021-01-22,90.915,95.87,90.83,94.43,19659334,ATVI
2021-01-15,91.3,91.85,87.96,90.69,30222258,ATVI
2021-01-08,92.695,92.91,87.89,91.3,29940732,ATVI
2020-12-31,91.76,92.99,90.77,92.85,15105624,ATVI
2020-12-24,89.48,91.22,87.18,90.96,19387371,ATVI
2020-12-18,84.27,90.78,84.075,90.37,41294734,ATVI
2020-12-11,81.4,84.04,81.18,83.68,38955449,ATVI
2020-12-04,78.32,80.93,77.78,80.88,37070736,ATVI
2020-11-27,76.92,78.21,74.91,78.14,22395100,ATVI
2020-11-20,76.72,78.8,73.74,76.81,38857059,ATVI
2020-11-13,75,78.4,71.19,77.55,38364767,ATVI
2020-11-06,76.55,81.68,75.7,78.81,36918101,ATVI
2020-10-30,80.75,81.76,74.37,75.73,37472192,ATVI
2020-10-23,82.28,82.59,79.57,81.04,21781720,ATVI
2020-10-16,79.28,82.96,78.95,80.62,26059965,ATVI
2020-10-09,79.36,80.644,77.35,78.21,26794697,ATVI
2020-10-02,81.63,83.54,78.13,78.3,30948382,ATVI
2020-09-25,79.64,83.275,79.06,80.98,28357841,ATVI
2020-09-18,79.04,82.39,77.71,80.09,34738644,ATVI
2020-09-11,76.58,81.11,75.92,77.97,32492220,ATVI
2020-09-04,82.81,84.49,75.68,79.01,36293793,ATVI
2020-08-28,83.34,85,81.91,83.21,23855273,ATVI
2020-08-21,80.97,84.22,80.1686,83.21,27686873,ATVI
2020-08-14,82.43,83.51,78.7,80.4,38033380,ATVI
2020-08-07,84.41,87.7265,80.99,82.47,56027897,ATVI
2020-07-31,80.6,83.45,79.91,82.63,23329292,ATVI
2020-07-24,79.07,82.67,78.12,79.99,24037395,ATVI
2020-07-17,82.01,82.05,76.21,78.64,30499076,ATVI
2020-07-10,78.46,81.53,77.97,81.27,29020910,ATVI
2020-07-02,75.82,79.11,74.93,77.51,26995952,ATVI
2020-06-26,76.67,77.63,74.43,76.4,35190157,ATVI
2020-06-19,71.48,76.75,71.27,76.58,43274133,ATVI
2020-06-12,68.49,74.35,68.33,71.68,36022877,ATVI
2020-06-05,72.19,73.58,67.4,69.43,38220447,ATVI
2020-05-29,73.37,73.49,66.59,71.98,44184169,ATVI
2020-05-22,73.86,74.68,72.2,73.08,34920200,ATVI
2020-05-15,73.06,75.97,71.61,73.92,39617346,ATVI
2020-05-08,65.33,74.8,65.23,73.14,59691802,ATVI
2020-05-01,67.4,67.77,62.34,64.72,37618634,ATVI
2020-04-24,66.62,67.58,64.73,66.65,32799053,ATVI
2020-04-17,60.32,68.32,60.02,66.88,46840901,ATVI
2020-04-09,61.13,62.55,58.12,60.46,40831634,ATVI
2020-04-03,58.34,61.72,57.06,59.98,41939069,ATVI
2020-03-27,52.81,61.25,52.33,56.96,64190334,ATVI
2020-03-20,53.11,58.22,50.51,52.05,58870906,ATVI
2020-03-13,56.6,61.12,52.83,59.04,60666319,ATVI
2020-03-06,58.3,62.59,57.91,59.97,43339044,ATVI
2020-02-28,61.21,63.2,55.92,58.13,44299164,ATVI
2020-02-21,63.36,64.53,62.93,63.38,17880472,ATVI
2020-02-14,61.42,63.54,60.58,63.52,23759336,ATVI
2020-02-07,58.64,62.84,57.37,61.53,39992558,ATVI
2020-01-31,58.19,60.9,57.78,58.48,29875583,ATVI
2020-01-24,61,61.9,58.95,59.4,25870832,ATVI
2020-01-17,59.12,61.28,58.82,61.24,33480189,ATVI
2020-01-10,58.47,60.89,58.44,58.95,27057423,ATVI
2020-01-03,59.35,60.05,57.65,58.67,16122885,ATVI
2019-12-27,59.6,59.75,58.52,59.19,11670619,ATVI
2019-12-20,59.23,59.71,57.96,59.22,28995884,ATVI
2019-12-13,55.12,58.81,54.1,58.65,29591093,ATVI
2019-12-06,54.93,55.42,53.36,55.21,25113828,ATVI
2019-11-29,53.23,55.18,53.02,54.83,14382847,ATVI
2019-11-22,53.43,54.29,52.27,53.04,27502089,ATVI
2019-11-15,53.85,53.93,51.46,53.44,43495912,ATVI
2019-11-08,55.56,56.82,52.65,54.3,50033191,ATVI
2019-11-01,55.99,57.43,53.62,55.82,38517574,ATVI
2019-10-25,55.25,56.28,54.35,55.26,25806278,ATVI
2019-10-18,54.35,56.46,53.38,54.54,32957605,ATVI
2019-10-11,55.06,55.89,51.45,54.82,40461434,ATVI
2019-10-04,52.6,55.49,50.25,55.44,53756410,ATVI
2019-09-27,54.47,55.07,52.05,52.33,32453623,ATVI
2019-09-20,55.18,55.94,54.13,54.76,30980191,ATVI
2019-09-13,55.25,57.52,54.2,55.95,44576605,ATVI
2019-09-06,50.48,56.6,50.43,54.58,35073037,ATVI
2019-08-30,47.99,52.22,47.53,50.6,42671782,ATVI
2019-08-23,47.55,49.54,47.16,47.33,26516927,ATVI
2019-08-16,47.73,48.37,44.91,46.66,32526578,ATVI
2019-08-09,47.87,49.57,45.52,48.06,45224961,ATVI
2019-08-02,48,51.35,47.08,49.02,39014969,ATVI
2019-07-26,45.33,48.23,44.81,47.99,21404409,ATVI
2019-07-19,47.26,47.85,45.09,45.14,27702935,ATVI
2019-07-12,47.8,47.91,45.73,47.2,25420992,ATVI
2019-07-05,47.88,48.82,46.64,48.15,22211810,ATVI
2019-06-28,45.64,47.73,45.64,47.2,43415023,ATVI
2019-06-21,45.7,46.48,44.585,45.91,32461250,ATVI
2019-06-14,45.77,47.06,44.97,45.62,30074636,ATVI
2019-06-07,43.32,45.63,42.1,45.38,31586933,ATVI
2019-05-31,43.76,44.7,42.84,43.37,32816180,ATVI
2019-05-24,45.65,45.65,41.84,42.29,37173103,ATVI
2019-05-17,44.73,47.37,43.17,46.39,34019713,ATVI
2019-05-10,46.03,48.2,43.52,46.02,40142449,ATVI
2019-05-03,48.43,49.83,46.16,47.15,62716157,ATVI
2019-04-26,45.24,48.48,44.7,48.15,29691414,ATVI
2019-04-18,47.27,47.57,43.96,45.31,28332041,ATVI
2019-04-12,47.23,48.24,46.37,47.28,23203736,ATVI
2019-04-05,46.5,48.6,46.16,47.29,41591634,ATVI
2019-03-29,46.75,47.88,44.87,45.53,39494011,ATVI
2019-03-22,44.93,48.83,44.12,46.87,66804585,ATVI
2019-03-15,42.23,45.11,41.99,44.63,51518968,ATVI
2019-03-08,43.06,43.25,40.89,42.03,51406426,ATVI
2019-03-01,41.82,43.18,41,42.84,51683305,ATVI
2019-02-22,44.45,45.56,41.25,41.5,68174814,ATVI
2019-02-15,43.8,46.59,39.85,44.6,169848963,ATVI
2019-02-08,46.32,48.09,42.53,43.41,90660189,ATVI
2019-02-01,47,47.49,45.23,46.01,51931583,ATVI
2019-01-25,48.17,48.39,45.63,47.8,29546727,ATVI
2019-01-18,46.07,49.32,45.82,48.65,46066569,ATVI
2019-01-11,47.24,51.49,44.47,46.54,71151912,ATVI
2019-01-04,47.04,47.55,45,47.17,32383692,ATVI
2022-04-29,127.73,128.68,117.74,118.05,11851036,EA
2022-04-22,122.34,128.55,120.12,128.09,11335259,EA
2022-04-14,123.22,124.72,121.1904,122.6,7943906,EA
2022-04-08,125.81,128.73,122.23,123.48,7527122,EA
2022-04-01,127.67,129.72,123.34,125.23,7603225,EA
2022-03-25,125.09,128.18,123.63,127.32,8590740,EA
2022-03-18,122.18,126.48,117.58,126.28,9298927,EA
2022-03-11,126.47,128.55,122.17,122.33,8828624,EA
2022-03-04,127.76,131.592,126.24,126.49,9702622,EA
2022-02-25,128.05,129.635,123.8,128.71,8203579,EA
2022-02-18,133.8806,135.46,128.92,129.33,9526614,EA
2022-02-11,138,138.08,132.58,134.1,9313378,EA
2022-02-04,131.15,139.61,125.61,137.71,19829429,EA
2022-01-28,137.09,139.4,128.83,131.92,12919734,EA
2022-01-21,138.435,142.55,133.45,139.01,18758030,EA
2022-01-14,131.41,133.03,127.55,130.44,9460999,EA
2022-01-07,131.93,137.475,127.28,131.78,11383120,EA
2021-12-31,133.27,135.6,131.65,131.9,6294011,EA
2021-12-23,126.46,133.245,126.46,132.54,8591391,EA
2021-12-17,125.64,130.8,125.64,127.52,12081481,EA
2021-12-10,127.44,128,124.66,125.64,12739666,EA
2021-12-03,125.9,128.59,120.08,125.27,17604947,EA
2021-11-26,131.7,131.83,124.81,125.97,14079319,EA
2021-11-19,143.61,144.39,132.19,132.39,17167303,EA
2021-11-12,139.99,146.59,137.64,145.44,11106981,EA
2021-11-05,140.91,146.72,136.42,139.57,14256584,EA
2021-10-29,141.11,144.11,138.91,140.25,8758562,EA
2021-10-22,134.65,144.16,134.2,141.07,9482819,EA
2021-10-15,139.92,140.61,132.9501,134.75,13831103,EA
2021-10-08,143.36,145.46,132.86,139.99,20032826,EA
2021-10-01,129.27,144.125,128.94,143.59,21548000,EA
2021-09-24,131.98,132.53,124.88,129.9,16336560,EA
2021-09-17,145.41,146.91,133.2,133.88,18625266,EA
2021-09-10,147.09,147.54,140.81,145.13,9984938,EA
2021-09-03,142.2,147.76,141.01,146.6,10482335,EA
2021-08-27,140.15,144.35,139.32,142.94,7196665,EA
2021-08-20,137.96,142.159,137.4,140.17,10439392,EA
2021-08-13,136.71,139.4,135.16,138.68,9216253,EA
2021-08-06,144.995,146.5,134.84,136.34,17361810,EA
2021-07-30,145.12,146.005,140.32,143.96,9252647,EA
2021-07-23,143.05,145.36,139.88,144.99,10323139,EA
2021-07-16,142.55,145.92,140.56,143.1,12418605,EA
2021-07-09,143.54,144.245,139.4918,140.99,7443584,EA
2021-07-02,139.69,144.6399,139.49,143.41,9848546,EA
2021-06-25,139.38,142.09,137.6,138.59,9800157,EA
2021-06-18,146.66,148.93,139.9154,141.12,11897756,EA
2021-06-11,144.74,147.44,142.31,146.39,8964882,EA
2021-06-04,142.17,145.82,140.65,145.21,7626804,EA
2021-05-28,141.39,145.73,140.17,142.93,8418135,EA
2021-05-21,137.05,143.19,135.5635,140.17,11257361,EA
2021-05-14,141.4523,143.33,137.785,138.62,17858840,EA
2021-05-07,142.71,143.84,135.75,142.42,10442892,EA
2021-04-30,143.63,146.72,141.9,142.08,9612828,EA
2021-04-23,140,143.6,138.75,143.14,11357884,EA
2021-04-16,139.42,143.88,139.33,141.05,9711027,EA
2021-04-09,137.51,143.23,137.2736,140.46,10006026,EA
2021-04-01,132.51,138.42,131.53,137.96,8349054,EA
2021-03-26,129.41,134.48,128.17,132.85,12027237,EA
2021-03-19,130.44,133.7,127.29,128.4,14535244,EA
2021-03-12,131.99,133.04,127.17,130.49,10507656,EA
2021-03-05,134.84,138.28,129.51,132.6,13816074,EA
2021-02-26,144.66,145.4,133.91,133.97,15003938,EA
2021-02-19,146.85,148.98,143.365,145.95,8413109,EA
2021-02-12,142,148.23,139.34,147.74,13985628,EA
2021-02-05,143.79,150.2997,137.76,141.22,22751906,EA
2021-01-29,148.81,150.3,140.47,143.2,18699672,EA
2021-01-22,139.41,147.28,138,146,12364987,EA
2021-01-15,141.52,141.8,134.63,139,14408161,EA
2021-01-08,143.44,143.65,136.39,141.86,12942793,EA
2020-12-31,142.3263,143.86,138.78,143.6,6307154,EA
2020-12-24,141.63,142.39,138.63,141.81,7186838,EA
2020-12-18,138.5,143.445,136.6,142.61,19281191,EA
2020-12-11,129.19,137.11,128.88,135.8,15836336,EA
2020-12-04,124.77,130.87,123.27,128.69,19901561,EA
2020-11-27,122.03,125,119.74,124.17,10796959,EA
2020-11-20,119.25,123,116.41,121.87,14559119,EA
2020-11-13,116.46,122.32,110.15,120.8,19577276,EA
2020-11-06,120.94,128.88,114.53,119.19,22710209,EA
2020-10-30,126.41,127.58,118.52,119.83,11645162,EA
2020-10-23,133.14,133.89,125.3975,126.77,8912074,EA
2020-10-16,128.98,133.86,127.83,131.92,10572950,EA
2020-10-09,130.09,132.95,123.97,127.45,12232609,EA
2020-10-02,133.36,134.055,127.71,129.07,9375112,EA
2020-09-25,124.33,132.32,124.15,131.19,10461289,EA
2020-09-18,127.93,129.86,123.37,125.9,10893611,EA
2020-09-11,127.46,131.129,123.33,126.02,11605892,EA
2020-09-04,141.08,141.11,126.91,130.13,13646166,EA
2020-08-28,142.27,144.5,139.85,140.87,7757704,EA
2020-08-21,139.25,143.96,138.31,141.21,7915678,EA
2020-08-14,142.77,143.99,135.5601,140.43,8410062,EA
2020-08-07,141.55,147.36,139.55,143.99,10037971,EA
2020-07-31,135.49,142.84,134.39,141.62,11689463,EA
2020-07-24,139.43,142.31,132.72,135.24,8367175,EA
2020-07-17,141.01,141.58,133.48,138.31,10373919,EA
2020-07-10,135.47,141.25,133.51,140.81,10516981,EA
2020-07-02,130.98,136.42,129.2,133.84,8778349,EA
2020-06-26,131.02,133.6,128.09,130.93,14711215,EA
2020-06-19,122.9,131.24,122.71,130.19,15268653,EA
2020-06-12,116.5,127.54,115.89,121.97,15837125,EA
2020-06-05,123.28,124.28,113.28,118.32,14468406,EA
2020-05-29,120.44,123.14,111.11,122.88,17564724,EA
2020-05-22,116.71,121.76,114.73,119.82,14889480,EA
2020-05-15,116.93,119.52,114.46,118.13,14925094,EA
2020-05-08,113.91,120.19,111.83,116.62,21607083,EA
2020-05-01,117.97,118.47,110.86,113.27,16797408,EA
2020-04-24,114.84,116.68,111.18,116.31,12480141,EA
2020-04-17,105.65,118.69,104.65,115.15,17456781,EA
2020-04-09,105.39,109.38,100.11,105.8,16693575,EA
2020-04-03,96.77,104.35,96.17,102.83,19049244,EA
2020-03-27,89.73,103.1,88.43,95.37,29191179,EA
2020-03-20,89.19,98.2,85.69,86.94,32363789,EA
2020-03-13,101.57,104.18,92.55,97.06,28346867,EA
2020-03-06,101.92,111.94,101.71,107.67,19482461,EA
2020-02-28,105.05,109.22,98.59,101.37,21086691,EA
2020-02-21,109.09,110.9,106.8,108.01,10292520,EA
2020-02-14,109.02,109.98,107.94,109.69,7787889,EA
2020-02-07,107.93,110.96,104.4,109.09,15974557,EA
2020-01-31,110.24,112.96,105.5,107.92,18436779,EA
2020-01-24,112.55,114.13,111.63,112.33,8433053,EA
2020-01-17,109.05,112.99,108.62,112.93,10062673,EA
2020-01-10,106.95,110.34,106.63,108.59,10855348,EA
2020-01-03,108.11,108.37,105.12,107.2,6931722,EA
2019-12-27,108.27,108.92,107.67,108.43,5068852,EA
2019-12-20,105.01,108.45,104.82,107.95,9662071,EA
2019-12-13,103.34,105.84,101.29,104.55,11075230,EA
2019-12-06,101.42,103.3,99.1,103.23,12909720,EA
2019-11-29,99.28,102,98.71,101.01,8775274,EA
2019-11-22,97.43,99.93,96.12,99.19,14605294,EA
2019-11-15,97.55,99.39,95.25,97.54,15328379,EA
2019-11-08,96.35,99.29,95.6,98.27,13472041,EA
2019-11-01,97,97.9,92.56,95.3,24424019,EA
2019-10-25,95.48,96.97,93.21,96.31,12836636,EA
2019-10-18,94,98,92.71,95.13,13121356,EA
2019-10-11,95.12,95.87,92.16,94.19,12704579,EA
2019-10-04,95.85,98,92.44,95.61,16570168,EA
2019-09-27,98.23,99.41,95.05,95.67,10870456,EA
2019-09-20,98.03,100.52,96.53,98.7,11692674,EA
2019-09-13,99.01,101.78,97.44,98.48,15378236,EA
2019-09-06,92.73,99.82,92.65,98.53,12606461,EA
2019-08-30,93.77,96.3,91.57,93.68,14644252,EA
2019-08-23,91.24,95.73,90.12,92.91,16784161,EA
2019-08-16,91.5,93.56,87.23,89.56,15397924,EA
2019-08-09,90.31,95.29,88.22,91.97,20565716,EA
2019-08-02,89.41,97.07,86.24,92.89,30617142,EA
2019-07-26,88.02,90.49,87.51,89.51,12939011,EA
2019-07-19,92.75,93.01,87.47,87.5,19787399,EA
2019-07-12,93.44,94.85,90.54,92.82,19799568,EA
2019-07-05,102.65,103.59,91.35,93.6,23841545,EA
2019-06-28,95.66,101.45,95.23,101.26,19351029,EA
2019-06-21,92.62,95.98,91.32,95.33,17998824,EA
2019-06-14,98,98.13,90.46,92.73,13004539,EA
2019-06-07,93.29,98.69,90.19,96.99,13498941,EA
2019-05-31,92.98,94.21,90.89,93.08,9950904,EA
2019-05-24,95.44,96.25,91.36,92.27,14967688,EA
2019-05-17,92.01,99.05,89.91,97.26,20909582,EA
2019-05-10,91.1,99.57,90.52,93.88,38111283,EA
2019-05-03,94.89,97.2,90.7,92.5,20206844,EA
2019-04-26,92.75,95.28,91.88,94.47,16392792,EA
2019-04-18,100.55,100.99,91,93.14,25645788,EA
2019-04-12,99.01,102.39,95.66,101.83,13600543,EA
2019-04-05,103.03,103.95,97.59,99.43,17606581,EA
2019-03-29,102.4,104.55,100.28,101.63,16300521,EA
2019-03-22,99.16,105,96.35,102.34,32786599,EA
2019-03-15,98.6,101.08,97.54,98.98,26391297,EA
2019-03-08,98.31,99.75,94.13,98.36,33441700,EA
2019-03-01,96.32,100.81,93.64,97.41,31093876,EA
2019-02-22,105.75,105.75,92.85,95.92,41253063,EA
